model,n_samples,split,strategy,metric,score,similar
rtdetr-l,1024,test_a01,baseline,map50,0.9435,True
rtdetr-l,1024,test_a01,bo_exploration,map50,0.9446,True
rtdetr-l,1024,test_a01,bo_exploitation,map50,0.9323,True
rtdetr-l,1024,test_a01,grid_search,map50,0.9446,True
rtdetr-l,1024,test_a02,baseline,map50,0.8304,True
rtdetr-l,1024,test_a02,bo_exploration,map50,0.7418,True
rtdetr-l,1024,test_a02,bo_exploitation,map50,0.7454,True
rtdetr-l,1024,test_a02,grid_search,map50,0.7604,True
rtdetr-l,1024,test_a03,baseline,map50,0.897,True
rtdetr-l,1024,test_a03,bo_exploration,map50,0.8709,True
rtdetr-l,1024,test_a03,bo_exploitation,map50,0.8923,True
rtdetr-l,1024,test_a03,grid_search,map50,0.8783,True
rtdetr-l,1024,test_b01,baseline,map50,0.84,False
rtdetr-l,1024,test_b01,bo_exploration,map50,0.8462,False
rtdetr-l,1024,test_b01,bo_exploitation,map50,0.828,False
rtdetr-l,1024,test_b01,grid_search,map50,0.7813,False
rtdetr-l,1024,test_b02,baseline,map50,0.9076,False
rtdetr-l,1024,test_b02,bo_exploration,map50,0.8975,False
rtdetr-l,1024,test_b02,bo_exploitation,map50,0.8945,False
rtdetr-l,1024,test_b02,grid_search,map50,0.8952,False
rtdetr-l,1024,test_b03,baseline,map50,0.7646,False
rtdetr-l,1024,test_b03,bo_exploration,map50,0.7854,False
rtdetr-l,1024,test_b03,bo_exploitation,map50,0.7306,False
rtdetr-l,1024,test_b03,grid_search,map50,0.6941,False
rtdetr-l,64,test_a01,baseline,map50,0.898,True
rtdetr-l,64,test_a01,bo_exploration,map50,0.8721,True
rtdetr-l,64,test_a01,bo_exploitation,map50,0.885,True
rtdetr-l,64,test_a01,grid_search,map50,0.8609,True
rtdetr-l,64,test_a02,baseline,map50,0.8273,True
rtdetr-l,64,test_a02,bo_exploration,map50,0.6604,True
rtdetr-l,64,test_a02,bo_exploitation,map50,0.77,True
rtdetr-l,64,test_a02,grid_search,map50,0.6244,True
rtdetr-l,64,test_a03,baseline,map50,0.8059,True
rtdetr-l,64,test_a03,bo_exploration,map50,0.8246,True
rtdetr-l,64,test_a03,bo_exploitation,map50,0.8182,True
rtdetr-l,64,test_a03,grid_search,map50,0.6489,True
rtdetr-l,64,test_b01,baseline,map50,0.6198,False
rtdetr-l,64,test_b01,bo_exploration,map50,0.6005,False
rtdetr-l,64,test_b01,bo_exploitation,map50,0.6047,False
rtdetr-l,64,test_b01,grid_search,map50,0.4454,False
rtdetr-l,64,test_b02,baseline,map50,0.7035,False
rtdetr-l,64,test_b02,bo_exploration,map50,0.6749,False
rtdetr-l,64,test_b02,bo_exploitation,map50,0.6592,False
rtdetr-l,64,test_b02,grid_search,map50,0.6575,False
rtdetr-l,64,test_b03,baseline,map50,0.6264,False
rtdetr-l,64,test_b03,bo_exploration,map50,0.6815,False
rtdetr-l,64,test_b03,bo_exploitation,map50,0.6815,False
rtdetr-l,64,test_b03,grid_search,map50,0.6009,False
rtdetr-l,256,test_a01,baseline,map50,0.9431,True
rtdetr-l,256,test_a01,bo_exploration,map50,0.9358,True
rtdetr-l,256,test_a01,bo_exploitation,map50,0.9336,True
rtdetr-l,256,test_a01,grid_search,map50,0.9385,True
rtdetr-l,256,test_a02,baseline,map50,0.8238,True
rtdetr-l,256,test_a02,bo_exploration,map50,0.7553,True
rtdetr-l,256,test_a02,bo_exploitation,map50,0.7639,True
rtdetr-l,256,test_a02,grid_search,map50,0.7724,True
rtdetr-l,256,test_a03,baseline,map50,0.8635,True
rtdetr-l,256,test_a03,bo_exploration,map50,0.8276,True
rtdetr-l,256,test_a03,bo_exploitation,map50,0.8343,True
rtdetr-l,256,test_a03,grid_search,map50,0.8149,True
rtdetr-l,256,test_b01,baseline,map50,0.7737,False
rtdetr-l,256,test_b01,bo_exploration,map50,0.7622,False
rtdetr-l,256,test_b01,bo_exploitation,map50,0.7884,False
rtdetr-l,256,test_b01,grid_search,map50,0.7939,False
rtdetr-l,256,test_b02,baseline,map50,0.5125,False
rtdetr-l,256,test_b02,bo_exploration,map50,0.4996,False
rtdetr-l,256,test_b02,bo_exploitation,map50,0.4996,False
rtdetr-l,256,test_b02,grid_search,map50,0.5076,False
rtdetr-l,256,test_b03,baseline,map50,0.564,False
rtdetr-l,256,test_b03,bo_exploration,map50,0.6512,False
rtdetr-l,256,test_b03,bo_exploitation,map50,0.6696,False
rtdetr-l,256,test_b03,grid_search,map50,0.664,False
rtdetr-l,1024,test_a01,baseline,map50,0.9576,True
rtdetr-l,1024,test_a01,bo_exploration,map50,0.9456,True
rtdetr-l,1024,test_a01,bo_exploitation,map50,0.9452,True
rtdetr-l,1024,test_a01,grid_search,map50,0.9426,True
rtdetr-l,1024,test_a02,baseline,map50,0.8588,True
rtdetr-l,1024,test_a02,bo_exploration,map50,0.6984,True
rtdetr-l,1024,test_a02,bo_exploitation,map50,0.7689,True
rtdetr-l,1024,test_a02,grid_search,map50,0.6984,True
rtdetr-l,1024,test_a03,baseline,map50,0.889,True
rtdetr-l,1024,test_a03,bo_exploration,map50,0.8403,True
rtdetr-l,1024,test_a03,bo_exploitation,map50,0.8431,True
rtdetr-l,1024,test_a03,grid_search,map50,0.8087,True
rtdetr-l,1024,test_b01,baseline,map50,0.81,False
rtdetr-l,1024,test_b01,bo_exploration,map50,0.7865,False
rtdetr-l,1024,test_b01,bo_exploitation,map50,0.7946,False
rtdetr-l,1024,test_b01,grid_search,map50,0.7026,False
rtdetr-l,1024,test_b02,baseline,map50,0.7841,False
rtdetr-l,1024,test_b02,bo_exploration,map50,0.7589,False
rtdetr-l,1024,test_b02,bo_exploitation,map50,0.7517,False
rtdetr-l,1024,test_b02,grid_search,map50,0.6464,False
rtdetr-l,1024,test_b03,baseline,map50,0.8701,False
rtdetr-l,1024,test_b03,bo_exploration,map50,0.8286,False
rtdetr-l,1024,test_b03,bo_exploitation,map50,0.8447,False
rtdetr-l,1024,test_b03,grid_search,map50,0.8222,False
rtdetr-l,64,test_a01,baseline,map50,0.9054,True
rtdetr-l,64,test_a01,bo_exploration,map50,0.8644,True
rtdetr-l,64,test_a01,bo_exploitation,map50,0.8372,True
rtdetr-l,64,test_a01,grid_search,map50,0.8372,True
rtdetr-l,64,test_a02,baseline,map50,0.7927,True
rtdetr-l,64,test_a02,bo_exploration,map50,0.7447,True
rtdetr-l,64,test_a02,bo_exploitation,map50,0.7276,True
rtdetr-l,64,test_a02,grid_search,map50,0.7354,True
rtdetr-l,64,test_a03,baseline,map50,0.8124,True
rtdetr-l,64,test_a03,bo_exploration,map50,0.7321,True
rtdetr-l,64,test_a03,bo_exploitation,map50,0.7186,True
rtdetr-l,64,test_a03,grid_search,map50,0.6701,True
rtdetr-l,64,test_b01,baseline,map50,0.6035,False
rtdetr-l,64,test_b01,bo_exploration,map50,0.75,False
rtdetr-l,64,test_b01,bo_exploitation,map50,0.735,False
rtdetr-l,64,test_b01,grid_search,map50,0.7304,False
rtdetr-l,64,test_b02,baseline,map50,0.5916,False
rtdetr-l,64,test_b02,bo_exploration,map50,0.6073,False
rtdetr-l,64,test_b02,bo_exploitation,map50,0.6065,False
rtdetr-l,64,test_b02,grid_search,map50,0.603,False
rtdetr-l,64,test_b03,baseline,map50,0.3812,False
rtdetr-l,64,test_b03,bo_exploration,map50,0.6467,False
rtdetr-l,64,test_b03,bo_exploitation,map50,0.6453,False
rtdetr-l,64,test_b03,grid_search,map50,0.6266,False
rtdetr-l,256,test_a01,baseline,map50,0.9478,True
rtdetr-l,256,test_a01,bo_exploration,map50,0.942,True
rtdetr-l,256,test_a01,bo_exploitation,map50,0.9421,True
rtdetr-l,256,test_a01,grid_search,map50,0.9356,True
rtdetr-l,256,test_a02,baseline,map50,0.8747,True
rtdetr-l,256,test_a02,bo_exploration,map50,0.7671,True
rtdetr-l,256,test_a02,bo_exploitation,map50,0.8207,True
rtdetr-l,256,test_a02,grid_search,map50,0.7001,True
rtdetr-l,256,test_a03,baseline,map50,0.8997,True
rtdetr-l,256,test_a03,bo_exploration,map50,0.848,True
rtdetr-l,256,test_a03,bo_exploitation,map50,0.838,True
rtdetr-l,256,test_a03,grid_search,map50,0.8443,True
rtdetr-l,256,test_b01,baseline,map50,0.8212,False
rtdetr-l,256,test_b01,bo_exploration,map50,0.7615,False
rtdetr-l,256,test_b01,bo_exploitation,map50,0.8138,False
rtdetr-l,256,test_b01,grid_search,map50,0.7615,False
rtdetr-l,256,test_b02,baseline,map50,0.8478,False
rtdetr-l,256,test_b02,bo_exploration,map50,0.8422,False
rtdetr-l,256,test_b02,bo_exploitation,map50,0.813,False
rtdetr-l,256,test_b02,grid_search,map50,0.8397,False
rtdetr-l,256,test_b03,baseline,map50,0.769,False
rtdetr-l,256,test_b03,bo_exploration,map50,0.6649,False
rtdetr-l,256,test_b03,bo_exploitation,map50,0.7365,False
rtdetr-l,256,test_b03,grid_search,map50,0.6712,False
rtdetr-l,1024,test_a01,baseline,map50,0.9305,True
rtdetr-l,1024,test_a01,bo_exploration,map50,0.9269,True
rtdetr-l,1024,test_a01,bo_exploitation,map50,0.9241,True
rtdetr-l,1024,test_a01,grid_search,map50,0.9203,True
rtdetr-l,1024,test_a02,baseline,map50,0.7919,True
rtdetr-l,1024,test_a02,bo_exploration,map50,0.6222,True
rtdetr-l,1024,test_a02,bo_exploitation,map50,0.697,True
rtdetr-l,1024,test_a02,grid_search,map50,0.6222,True
rtdetr-l,1024,test_a03,baseline,map50,0.8913,True
rtdetr-l,1024,test_a03,bo_exploration,map50,0.8908,True
rtdetr-l,1024,test_a03,bo_exploitation,map50,0.8936,True
rtdetr-l,1024,test_a03,grid_search,map50,0.8627,True
rtdetr-l,1024,test_b01,baseline,map50,0.8197,False
rtdetr-l,1024,test_b01,bo_exploration,map50,0.8113,False
rtdetr-l,1024,test_b01,bo_exploitation,map50,0.8064,False
rtdetr-l,1024,test_b01,grid_search,map50,0.7449,False
rtdetr-l,1024,test_b02,baseline,map50,0.8357,False
rtdetr-l,1024,test_b02,bo_exploration,map50,0.8498,False
rtdetr-l,1024,test_b02,bo_exploitation,map50,0.8431,False
rtdetr-l,1024,test_b02,grid_search,map50,0.8502,False
rtdetr-l,1024,test_b03,baseline,map50,0.6974,False
rtdetr-l,1024,test_b03,bo_exploration,map50,0.7517,False
rtdetr-l,1024,test_b03,bo_exploitation,map50,0.8195,False
rtdetr-l,1024,test_b03,grid_search,map50,0.6289,False
rtdetr-l,64,test_a01,baseline,map50,0.8718,True
rtdetr-l,64,test_a01,bo_exploration,map50,0.8058,True
rtdetr-l,64,test_a01,bo_exploitation,map50,0.8122,True
rtdetr-l,64,test_a01,grid_search,map50,0.7943,True
rtdetr-l,64,test_a02,baseline,map50,0.7524,True
rtdetr-l,64,test_a02,bo_exploration,map50,0.641,True
rtdetr-l,64,test_a02,bo_exploitation,map50,0.6378,True
rtdetr-l,64,test_a02,grid_search,map50,0.6347,True
rtdetr-l,64,test_a03,baseline,map50,0.8083,True
rtdetr-l,64,test_a03,bo_exploration,map50,0.7663,True
rtdetr-l,64,test_a03,bo_exploitation,map50,0.7463,True
rtdetr-l,64,test_a03,grid_search,map50,0.658,True
rtdetr-l,64,test_b01,baseline,map50,0.6107,False
rtdetr-l,64,test_b01,bo_exploration,map50,0.4846,False
rtdetr-l,64,test_b01,bo_exploitation,map50,0.3827,False
rtdetr-l,64,test_b01,grid_search,map50,0.366,False
rtdetr-l,64,test_b02,baseline,map50,0.3835,False
rtdetr-l,64,test_b02,bo_exploration,map50,0.382,False
rtdetr-l,64,test_b02,bo_exploitation,map50,0.3793,False
rtdetr-l,64,test_b02,grid_search,map50,0.3823,False
rtdetr-l,64,test_b03,baseline,map50,0.5977,False
rtdetr-l,64,test_b03,bo_exploration,map50,0.4559,False
rtdetr-l,64,test_b03,bo_exploitation,map50,0.6944,False
rtdetr-l,64,test_b03,grid_search,map50,0.2132,False
rtdetr-l,256,test_a01,baseline,map50,0.9346,True
rtdetr-l,256,test_a01,bo_exploration,map50,0.928,True
rtdetr-l,256,test_a01,bo_exploitation,map50,0.9267,True
rtdetr-l,256,test_a01,grid_search,map50,0.9178,True
rtdetr-l,256,test_a02,baseline,map50,0.8548,True
rtdetr-l,256,test_a02,bo_exploration,map50,0.8,True
rtdetr-l,256,test_a02,bo_exploitation,map50,0.8119,True
rtdetr-l,256,test_a02,grid_search,map50,0.7894,True
rtdetr-l,256,test_a03,baseline,map50,0.8754,True
rtdetr-l,256,test_a03,bo_exploration,map50,0.8753,True
rtdetr-l,256,test_a03,bo_exploitation,map50,0.8459,True
rtdetr-l,256,test_a03,grid_search,map50,0.8402,True
rtdetr-l,256,test_b01,baseline,map50,0.745,False
rtdetr-l,256,test_b01,bo_exploration,map50,0.7991,False
rtdetr-l,256,test_b01,bo_exploitation,map50,0.7757,False
rtdetr-l,256,test_b01,grid_search,map50,0.7084,False
rtdetr-l,256,test_b02,baseline,map50,0.6384,False
rtdetr-l,256,test_b02,bo_exploration,map50,0.572,False
rtdetr-l,256,test_b02,bo_exploitation,map50,0.634,False
rtdetr-l,256,test_b02,grid_search,map50,0.6345,False
rtdetr-l,256,test_b03,baseline,map50,0.5841,False
rtdetr-l,256,test_b03,bo_exploration,map50,0.685,False
rtdetr-l,256,test_b03,bo_exploitation,map50,0.5426,False
rtdetr-l,256,test_b03,grid_search,map50,0.5426,False
rtdetr-l,1024,test_a01,baseline,map50,0.963,True
rtdetr-l,1024,test_a01,bo_exploration,map50,0.9405,True
rtdetr-l,1024,test_a01,bo_exploitation,map50,0.9404,True
rtdetr-l,1024,test_a01,grid_search,map50,0.9505,True
rtdetr-l,1024,test_a02,baseline,map50,0.832,True
rtdetr-l,1024,test_a02,bo_exploration,map50,0.7383,True
rtdetr-l,1024,test_a02,bo_exploitation,map50,0.7657,True
rtdetr-l,1024,test_a02,grid_search,map50,0.7511,True
rtdetr-l,1024,test_a03,baseline,map50,0.8659,True
rtdetr-l,1024,test_a03,bo_exploration,map50,0.8092,True
rtdetr-l,1024,test_a03,bo_exploitation,map50,0.8326,True
rtdetr-l,1024,test_a03,grid_search,map50,0.8425,True
rtdetr-l,1024,test_b01,baseline,map50,0.877,False
rtdetr-l,1024,test_b01,bo_exploration,map50,0.8707,False
rtdetr-l,1024,test_b01,bo_exploitation,map50,0.8609,False
rtdetr-l,1024,test_b01,grid_search,map50,0.8384,False
rtdetr-l,1024,test_b02,baseline,map50,0.7155,False
rtdetr-l,1024,test_b02,bo_exploration,map50,0.7004,False
rtdetr-l,1024,test_b02,bo_exploitation,map50,0.6951,False
rtdetr-l,1024,test_b02,grid_search,map50,0.7004,False
rtdetr-l,1024,test_b03,baseline,map50,0.8783,False
rtdetr-l,1024,test_b03,bo_exploration,map50,0.8344,False
rtdetr-l,1024,test_b03,bo_exploitation,map50,0.8416,False
rtdetr-l,1024,test_b03,grid_search,map50,0.7606,False
yolo11n,64,test_a01,baseline,precision,0.9018,True
yolo11n,64,test_a01,bo_exploration,precision,0.8382,True
yolo11n,64,test_a01,bo_exploitation,precision,0.862,True
yolo11n,64,test_a01,grid_search,precision,0.7708,True
yolo11n,64,test_a02,baseline,precision,0.7222,True
yolo11n,64,test_a02,bo_exploration,precision,0.5317,True
yolo11n,64,test_a02,bo_exploitation,precision,0.5007,True
yolo11n,64,test_a02,grid_search,precision,0.4051,True
yolo11n,64,test_a03,baseline,precision,0.7314,True
yolo11n,64,test_a03,bo_exploration,precision,0.5339,True
yolo11n,64,test_a03,bo_exploitation,precision,0.7009,True
yolo11n,64,test_a03,grid_search,precision,0.5129,True
yolo11n,64,test_b01,baseline,precision,0.5985,False
yolo11n,64,test_b01,bo_exploration,precision,0.3726,False
yolo11n,64,test_b01,bo_exploitation,precision,0.3924,False
yolo11n,64,test_b01,grid_search,precision,0.2755,False
yolo11n,64,test_b02,baseline,precision,0.6161,False
yolo11n,64,test_b02,bo_exploration,precision,0.4901,False
yolo11n,64,test_b02,bo_exploitation,precision,0.5049,False
yolo11n,64,test_b02,grid_search,precision,0.5391,False
yolo11n,64,test_b03,baseline,precision,0.6346,False
yolo11n,64,test_b03,bo_exploration,precision,0.2361,False
yolo11n,64,test_b03,bo_exploitation,precision,0.602,False
yolo11n,64,test_b03,grid_search,precision,0.0741,False
yolo11n,256,test_a01,baseline,precision,0.9068,True
yolo11n,256,test_a01,bo_exploration,precision,0.8987,True
yolo11n,256,test_a01,bo_exploitation,precision,0.8987,True
yolo11n,256,test_a01,grid_search,precision,0.8581,True
yolo11n,256,test_a02,baseline,precision,0.8179,True
yolo11n,256,test_a02,bo_exploration,precision,0.7237,True
yolo11n,256,test_a02,bo_exploitation,precision,0.7629,True
yolo11n,256,test_a02,grid_search,precision,0.7888,True
yolo11n,256,test_a03,baseline,precision,0.7065,True
yolo11n,256,test_a03,bo_exploration,precision,0.7385,True
yolo11n,256,test_a03,bo_exploitation,precision,0.7241,True
yolo11n,256,test_a03,grid_search,precision,0.688,True
yolo11n,256,test_b01,baseline,precision,0.5538,False
yolo11n,256,test_b01,bo_exploration,precision,0.4761,False
yolo11n,256,test_b01,bo_exploitation,precision,0.5732,False
yolo11n,256,test_b01,grid_search,precision,0.4139,False
yolo11n,256,test_b02,baseline,precision,0.659,False
yolo11n,256,test_b02,bo_exploration,precision,0.6775,False
yolo11n,256,test_b02,bo_exploitation,precision,0.6419,False
yolo11n,256,test_b02,grid_search,precision,0.625,False
yolo11n,256,test_b03,baseline,precision,0.8261,False
yolo11n,256,test_b03,bo_exploration,precision,0.3987,False
yolo11n,256,test_b03,bo_exploitation,precision,0.4811,False
yolo11n,256,test_b03,grid_search,precision,0.4,False
yolo11n,1024,test_a01,baseline,precision,0.9492,True
yolo11n,1024,test_a01,bo_exploration,precision,0.9383,True
yolo11n,1024,test_a01,bo_exploitation,precision,0.9274,True
yolo11n,1024,test_a01,grid_search,precision,0.9081,True
yolo11n,1024,test_a02,baseline,precision,0.8325,True
yolo11n,1024,test_a02,bo_exploration,precision,0.8385,True
yolo11n,1024,test_a02,bo_exploitation,precision,0.8446,True
yolo11n,1024,test_a02,grid_search,precision,0.8342,True
yolo11n,1024,test_a03,baseline,precision,0.8344,True
yolo11n,1024,test_a03,bo_exploration,precision,0.7695,True
yolo11n,1024,test_a03,bo_exploitation,precision,0.8304,True
yolo11n,1024,test_a03,grid_search,precision,0.8158,True
yolo11n,1024,test_b01,baseline,precision,0.7391,False
yolo11n,1024,test_b01,bo_exploration,precision,0.6888,False
yolo11n,1024,test_b01,bo_exploitation,precision,0.6337,False
yolo11n,1024,test_b01,grid_search,precision,0.5517,False
yolo11n,1024,test_b02,baseline,precision,0.7483,False
yolo11n,1024,test_b02,bo_exploration,precision,0.6615,False
yolo11n,1024,test_b02,bo_exploitation,precision,0.744,False
yolo11n,1024,test_b02,grid_search,precision,0.744,False
yolo11n,1024,test_b03,baseline,precision,0.8,False
yolo11n,1024,test_b03,bo_exploration,precision,0.6343,False
yolo11n,1024,test_b03,bo_exploitation,precision,0.4378,False
yolo11n,1024,test_b03,grid_search,precision,0.299,False
yolo11m,64,test_a01,baseline,precision,0.9075,True
yolo11m,64,test_a01,bo_exploration,precision,0.8856,True
yolo11m,64,test_a01,bo_exploitation,precision,0.8879,True
yolo11m,64,test_a01,grid_search,precision,0.8643,True
yolo11m,64,test_a02,baseline,precision,0.8429,True
yolo11m,64,test_a02,bo_exploration,precision,0.7629,True
yolo11m,64,test_a02,bo_exploitation,precision,0.7966,True
yolo11m,64,test_a02,grid_search,precision,0.7629,True
yolo11m,64,test_a03,baseline,precision,0.7951,True
yolo11m,64,test_a03,bo_exploration,precision,0.7796,True
yolo11m,64,test_a03,bo_exploitation,precision,0.7178,True
yolo11m,64,test_a03,grid_search,precision,0.6852,True
yolo11m,64,test_b01,baseline,precision,0.6444,False
yolo11m,64,test_b01,bo_exploration,precision,0.5505,False
yolo11m,64,test_b01,bo_exploitation,precision,0.6218,False
yolo11m,64,test_b01,grid_search,precision,0.4971,False
yolo11m,64,test_b02,baseline,precision,0.7356,False
yolo11m,64,test_b02,bo_exploration,precision,0.7342,False
yolo11m,64,test_b02,bo_exploitation,precision,0.7143,False
yolo11m,64,test_b02,grid_search,precision,0.6399,False
yolo11m,64,test_b03,baseline,precision,0.8302,False
yolo11m,64,test_b03,bo_exploration,precision,0.2195,False
yolo11m,64,test_b03,bo_exploitation,precision,0.6111,False
yolo11m,64,test_b03,grid_search,precision,0.2195,False
yolo11m,256,test_a01,baseline,precision,0.9339,True
yolo11m,256,test_a01,bo_exploration,precision,0.9168,True
yolo11m,256,test_a01,bo_exploitation,precision,0.9162,True
yolo11m,256,test_a01,grid_search,precision,0.9379,True
yolo11m,256,test_a02,baseline,precision,0.7781,True
yolo11m,256,test_a02,bo_exploration,precision,0.7174,True
yolo11m,256,test_a02,bo_exploitation,precision,0.7284,True
yolo11m,256,test_a02,grid_search,precision,0.7695,True
yolo11m,256,test_a03,baseline,precision,0.8606,True
yolo11m,256,test_a03,bo_exploration,precision,0.8734,True
yolo11m,256,test_a03,bo_exploitation,precision,0.8734,True
yolo11m,256,test_a03,grid_search,precision,0.8734,True
yolo11m,256,test_b01,baseline,precision,0.8212,False
yolo11m,256,test_b01,bo_exploration,precision,0.7665,False
yolo11m,256,test_b01,bo_exploitation,precision,0.8245,False
yolo11m,256,test_b01,grid_search,precision,0.7376,False
yolo11m,256,test_b02,baseline,precision,0.5957,False
yolo11m,256,test_b02,bo_exploration,precision,0.5666,False
yolo11m,256,test_b02,bo_exploitation,precision,0.5831,False
yolo11m,256,test_b02,grid_search,precision,0.572,False
yolo11m,256,test_b03,baseline,precision,0.2056,False
yolo11m,256,test_b03,bo_exploration,precision,0.1811,False
yolo11m,256,test_b03,bo_exploitation,precision,0.2256,False
yolo11m,256,test_b03,grid_search,precision,0.1836,False
yolo11m,1024,test_a01,baseline,precision,0.9211,True
yolo11m,1024,test_a01,bo_exploration,precision,0.8928,True
yolo11m,1024,test_a01,bo_exploitation,precision,0.916,True
yolo11m,1024,test_a01,grid_search,precision,0.8547,True
yolo11m,1024,test_a02,baseline,precision,0.9032,True
yolo11m,1024,test_a02,bo_exploration,precision,0.8249,True
yolo11m,1024,test_a02,bo_exploitation,precision,0.85,True
yolo11m,1024,test_a02,grid_search,precision,0.8122,True
yolo11m,1024,test_a03,baseline,precision,0.9018,True
yolo11m,1024,test_a03,bo_exploration,precision,0.882,True
yolo11m,1024,test_a03,bo_exploitation,precision,0.9164,True
yolo11m,1024,test_a03,grid_search,precision,0.8798,True
yolo11m,1024,test_b01,baseline,precision,0.8103,False
yolo11m,1024,test_b01,bo_exploration,precision,0.7503,False
yolo11m,1024,test_b01,bo_exploitation,precision,0.7521,False
yolo11m,1024,test_b01,grid_search,precision,0.631,False
yolo11m,1024,test_b02,baseline,precision,0.5613,False
yolo11m,1024,test_b02,bo_exploration,precision,0.5233,False
yolo11m,1024,test_b02,bo_exploitation,precision,0.5677,False
yolo11m,1024,test_b02,grid_search,precision,0.6113,False
yolo11m,1024,test_b03,baseline,precision,0.8182,False
yolo11m,1024,test_b03,bo_exploration,precision,0.6442,False
yolo11m,1024,test_b03,bo_exploitation,precision,0.7281,False
yolo11m,1024,test_b03,grid_search,precision,0.2812,False
yolo11n,64,test_a01,baseline,precision,0.8712,True
yolo11n,64,test_a01,bo_exploration,precision,0.8425,True
yolo11n,64,test_a01,bo_exploitation,precision,0.8768,True
yolo11n,64,test_a01,grid_search,precision,0.8236,True
yolo11n,64,test_a02,baseline,precision,0.8484,True
yolo11n,64,test_a02,bo_exploration,precision,0.6843,True
yolo11n,64,test_a02,bo_exploitation,precision,0.677,True
yolo11n,64,test_a02,grid_search,precision,0.7552,True
yolo11n,64,test_a03,baseline,precision,0.7376,True
yolo11n,64,test_a03,bo_exploration,precision,0.7426,True
yolo11n,64,test_a03,bo_exploitation,precision,0.6225,True
yolo11n,64,test_a03,grid_search,precision,0.7075,True
yolo11n,64,test_b01,baseline,precision,0.5635,False
yolo11n,64,test_b01,bo_exploration,precision,0.6169,False
yolo11n,64,test_b01,bo_exploitation,precision,0.6127,False
yolo11n,64,test_b01,grid_search,precision,0.6551,False
yolo11n,64,test_b02,baseline,precision,0.6748,False
yolo11n,64,test_b02,bo_exploration,precision,0.6095,False
yolo11n,64,test_b02,bo_exploitation,precision,0.6095,False
yolo11n,64,test_b02,grid_search,precision,0.6631,False
yolo11n,64,test_b03,baseline,precision,0.6957,False
yolo11n,64,test_b03,bo_exploration,precision,0.2012,False
yolo11n,64,test_b03,bo_exploitation,precision,0.2162,False
yolo11n,64,test_b03,grid_search,precision,0.2162,False
yolo11n,256,test_a01,baseline,precision,0.9109,True
yolo11n,256,test_a01,bo_exploration,precision,0.8688,True
yolo11n,256,test_a01,bo_exploitation,precision,0.8981,True
yolo11n,256,test_a01,grid_search,precision,0.8981,True
yolo11n,256,test_a02,baseline,precision,0.7678,True
yolo11n,256,test_a02,bo_exploration,precision,0.7151,True
yolo11n,256,test_a02,bo_exploitation,precision,0.6922,True
yolo11n,256,test_a02,grid_search,precision,0.6729,True
yolo11n,256,test_a03,baseline,precision,0.8013,True
yolo11n,256,test_a03,bo_exploration,precision,0.7572,True
yolo11n,256,test_a03,bo_exploitation,precision,0.791,True
yolo11n,256,test_a03,grid_search,precision,0.7666,True
yolo11n,256,test_b01,baseline,precision,0.6574,False
yolo11n,256,test_b01,bo_exploration,precision,0.599,False
yolo11n,256,test_b01,bo_exploitation,precision,0.611,False
yolo11n,256,test_b01,grid_search,precision,0.5438,False
yolo11n,256,test_b02,baseline,precision,0.8036,False
yolo11n,256,test_b02,bo_exploration,precision,0.7407,False
yolo11n,256,test_b02,bo_exploitation,precision,0.7066,False
yolo11n,256,test_b02,grid_search,precision,0.7066,False
yolo11n,256,test_b03,baseline,precision,0.7162,False
yolo11n,256,test_b03,bo_exploration,precision,0.2264,False
yolo11n,256,test_b03,bo_exploitation,precision,0.3719,False
yolo11n,256,test_b03,grid_search,precision,0.2338,False
yolo11n,1024,test_a01,baseline,precision,0.9509,True
yolo11n,1024,test_a01,bo_exploration,precision,0.9091,True
yolo11n,1024,test_a01,bo_exploitation,precision,0.9002,True
yolo11n,1024,test_a01,grid_search,precision,0.895,True
yolo11n,1024,test_a02,baseline,precision,0.7975,True
yolo11n,1024,test_a02,bo_exploration,precision,0.769,True
yolo11n,1024,test_a02,bo_exploitation,precision,0.7959,True
yolo11n,1024,test_a02,grid_search,precision,0.7451,True
yolo11n,1024,test_a03,baseline,precision,0.7898,True
yolo11n,1024,test_a03,bo_exploration,precision,0.8092,True
yolo11n,1024,test_a03,bo_exploitation,precision,0.8037,True
yolo11n,1024,test_a03,grid_search,precision,0.7923,True
yolo11n,1024,test_b01,baseline,precision,0.7241,False
yolo11n,1024,test_b01,bo_exploration,precision,0.6249,False
yolo11n,1024,test_b01,bo_exploitation,precision,0.5854,False
yolo11n,1024,test_b01,grid_search,precision,0.5173,False
yolo11n,1024,test_b02,baseline,precision,0.6555,False
yolo11n,1024,test_b02,bo_exploration,precision,0.7111,False
yolo11n,1024,test_b02,bo_exploitation,precision,0.737,False
yolo11n,1024,test_b02,grid_search,precision,0.763,False
yolo11n,1024,test_b03,baseline,precision,0.7,False
yolo11n,1024,test_b03,bo_exploration,precision,0.3251,False
yolo11n,1024,test_b03,bo_exploitation,precision,0.3395,False
yolo11n,1024,test_b03,grid_search,precision,0.3179,False
yolo11m,64,test_a01,baseline,precision,0.883,True
yolo11m,64,test_a01,bo_exploration,precision,0.9008,True
yolo11m,64,test_a01,bo_exploitation,precision,0.866,True
yolo11m,64,test_a01,grid_search,precision,0.8716,True
yolo11m,64,test_a02,baseline,precision,0.7469,True
